Titre;Description Longue;Commune;code_postal;INSEE;Dispotifs Covid;Statut;Labels;Catégorie;geopoint;adresse
CHATEAU MILHAU-LACUGUE;"Le Château Milhau Lacugue est un domaine familial d’origine romaine situé sur la route liant Puisserguier et Cazedarnes. Jean Lacugue y cultive le potentiel de son terroir à la géologie complexe. Dans son caveau ou son vignoble, il présente une histoire pédologique, humaine et viticole de la région, où vous pourrez également déguster sa large gamme de cuvées d'appellation AOC Saint Chinian, AOC Languedoc mais aussi des vins de Pays de l’Hérault, des vins des coteaux de Fontcaude, de la Cartagène et de huile d'olive.

Le Château Milhau Lacugue est un domaine familial d’origine romaine « La Villa Emilio » structuré au Moyen Age par l’ordre Hospitalier qui accueillait les pèlerins se rendant à Jérusalem ou à Compostelle.";PUISSERGUIER;34620;34225;"PROTOCOLE : Contact téléphonique obligatoire pour la préparation des commandes et l'accueil.

Information et organisation des procédures de visite et de retrait.";Cave particulière;;Vente de vins au caveau;43.395673, 3.0517979;Route de Cazedarnes
DOMAINE DE SAINT-PIERRE;"Le Domaine de Saint-Pierre, domaine viticole vieux de plus de 200 ans, s’engage dans l’œnotourisme de qualité et depuis 2021 dans la conversion vers l'agriculture biologique. Depuis 2008, il a reçu le label Qualité Sud de France/ région de l’Hérault. 

Deux formules de visites sont proposées:
1/ Les visites de caves XL 
Vous pouvez découvrir les méthodes de vinification au Domaine de Saint-Pierre grâce à une visite guidée et commentée, accompagnée d’une vidéo explicative. Vous terminerez par une initiation à la dégustation sur 8 de nos vins et vous aurez à disposition comme le veut la tradition ""Le casse-croûte du Vigneron"" 
Du lundi au samedi à 10h30 (Sur réservation)

2/Initiation à l'oenologie
Vous apprenez à observer le comportement du vin, sentir ses arômes, à le déguster. Un large panel de blancs, rosés et rouges pour affûter vos papilles.
Du lundi au samedi à 17h30 (sans réservation)";VIAS-PLAGE;34450;34332;;Cave particulière;;Vente de vins au caveau;43.2954439, 3.41559516;Avenue de la Méditerranée
LES VIGNERONS DU BERANGE ET DE L'OR;LES VIGNERONS DU BERANGE, CAVE COOPERATIVE, AOP GRES DE MONTPELLIER, AOP COTEAUX DU LANGUEDOC, IGP OC, IGP HERAULT: Rouge Rosé Blanc, VIN BIOLOGIQUE, BAG IN BOX;VENDARGUES;34740;34327;Gel Hydroalcoolique, Port du Masque Obligatoire, Sens de circulation, Distanciation Sociale et Capacité limité à 10-15 personnes.;Coopérative;Vignobles et Découvertes;Vente de vins au caveau;43.6535282, 3.9704784;19, rue de la Cave coopérative
DOMAINE DU SACRE COEUR;"Vous y trouverez également de l'huile d'olive et, en saison, une production de navet de Pardailhan.
Les vignes sont situées sur un terroir argilo-calcaire entre 270 et 350m d'altitude conférant aux vins une acidité naturelle propice à l'élevage de vins de garde, où seules les vignes, les oliviers et la garrigue peuvent pousser.
Le domaine est certifié HVE (haute valeur environnementale) 
Le domaine propose une magnifique cuvée centenaire 100% carignan";ASSIGNAN;34360;34015;;Cave particulière;Séjour en vignoble;Vente de vins au caveau;43.398914, 2.8911126;Avenue de Saint-Chinian
DOMAINE PECH DE SAINT-PAUL;"Le Domaine Pech de Saint-Paul, héritier de trois générations de vignerons, produit sur 20 hectares de vignes des AOC et Vin de Pays. Situé entre plaines et garrigues, il représente une grande diversité de sols et de cépages lui permettant d'élaborer un large éventail de cuvées. Le caveau du Domaine, adossé à la ""circulade"" du château de Puisserguier, se trouve sur la route reliant arrière-pays et plages. La façade originale, représente une de ses vignes ainsi qu'une porte romaine. Cette dernière fait référence à la Voie Domitienne passant non loin d'ici.
Le domaine produit également de l'huile d'olive, en vente au caveau toute l'année.";PUISSERGUIER;34620;34225;;Cave particulière;Haute Valeur Environnementale;Vente de vins au caveau;43.3700318, 3.0462508;24, boulevard Jean Jaurès
CAVE COOPERATIVE DES VIGNERONS DU MUSCAT DE LUNEL;"La Société Coopérative Agricole des Vignerons du Muscat de Lunel a été créée en 1956.
Elle est située à Vérargues, sur l'aire de production du Vin Doux Naturel Muscat de Lunel (AOP).
Ses adhérents cultivent sur les coteaux caillouteux des communes de Lunel, Lunel-Viel, Saturargues et Vérargues, le cépage Muscat blanc à petits grains qui donnera l'excellent Muscat de Lunel, dont la renommée a traversé les siècles. De nombreuses récompenses en témoignent.";ENTRE-VIGNES;34400;34246;Jauge de 4 personnes à l'intérieur du Caveau, Port du masque obligatoire en intérieur.;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.7079347, 4.09881234;Route de Lunel-Viel
DOMAINE DE RIEUSSEC VIGNOBLE LA CROIX DELTORT;"Marie Hélène Deltort vous accueille dans une charmante propriété , inscrite ""monument historique""qui appartient à la même famille depuis le 15ème siècle. 
La collection ""orangerie""a été distinguée par le Grand prix des vins de la Vallée de l'Hérault. 
et la  collection ""gentilhommière"" a reçu la Grande Médaille d'Or des Grands Vins du Languedoc.
Nos vins sont référencés au guide hachette.
Venez visiter les jardins paysagés, l'orangerie, l'allée de buis, à proximité d'une chapelle romane et déguster les vins chaque année médaillés.
Pour vos événements, vous pouvez louer les jardins et l'orangerie.";GIGNAC;34150;34114;"accueil avec un masque, gel à disposition,distanciation sociale de 1 à 2 mètres
lavage des verres à l'eau bouillante
dégustation à l'extérieur chaque fois que le temps ou la température l'autorisent.";Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.6579415, 3.56410752;Route d'Aniane
DOMAINE DE PELICAN;"Le Domaine de Pélican s’étend  sur 25ha dans la Vallée de l’Hérault et bénéficie d’une situation exceptionnelle sur coteaux argilo-calcaire, en bordure de garrigue et dans un environnement protégé, à l’abri de toute pollution.
Olivier Poussier et Solenne Thillaye du Boullay, vignerons passionnés.
""Profondément attachés à notre terroir et notre région, nous décidons après quelques années à l’étranger, de revenir « chez nous » et de continuer de faire vivre le domaine familial.
Persuadés du potentiel qualitatif que nous procure ce climat méditerranéen, c’est en 2021 que nous avons présenté nos premières cuvées. Un travail à 6 mains avec Baudouin qui fût le gardien des clefs depuis la fin des années 80, comme son père avant lui.
Nous sommes aujourd’hui, aux portes d’un paysage unique, face aux Contreforts des Cévennes avec le massif de la Séranne en avant plan et aux portes de la garrigue du Vicomté d’Aumelas, où nous proposons des cuvées Bio depuis 2023.""";GIGNAC;34150;34114;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.6408784, 3.5564599;Chemin de Pélican
LE MAS DE L'ECRITURE;Le terroir du Mas de L'Écriture est exposé aux vents dominants, Tramontane et Mistral, qui balayent le vignoble et chasse l'humidité, principale cause des maladies crypto-organiques . La conversion en agriculture biologique s'est réalisée en 2009, bien qu'aucun herbicide n'est été utilisé depuis la création du domaine.;JONQUIERES;34725;34122;;Cave particulière;Ecocert;Vente de vin à la propriété (pas de caveau);43.674791, 3.482327;Rue De Font du Loup
DOMAINE PUECH AUGER;"""Situé sur un terroir d'exception, le Domaine de Puech-Auger vinifie et élève ses vins dans le respect des plus anciennes traditions. Aujourd'hui, le domaine est entièrement cultivé selon les principes de l'agriculture biologique. L'équilibre et l'harmonie sont les maîtres mots de ces deux frères vignerons, qui perpétuent avec passion et savoir-faire une philosophie viticole transmise de génération en génération.""";MONTPEYROUX;34150;34173;;Cave particulière;Agriculture Biologique;Vente de vins au caveau;43.695436, 3.506458;3 rue de la Cagaroulette
VILLA DONDONA;"Au Barry, hameau historique de Montpeyroux ...sur le chemin de St Jacques de Compostelle... se trouve Villa Dondona dans un bâtiment du XIV siècle. Dans quinze  hectares de garrigue vierge sentant: le thym, le romarin et la lavande sauvage, Jo Lynch et André Suquet plantent des vignes originales, pour les rouges au ras du sol, et les blancs sur des arches à 2m.60 de haut.   Leur production est reconnue: guides, revues, concours.   Elle est vendue à l'exportation mais surtout au caveau, ou vous êtes les bienvenues.  La vue est belle sur la plaine littorale, limitée au fond par les Pyrénées.
En 2017, nous avons aménagé un caveau d'élevage dans les murailles du 12ème siècle avec un toit en tuiles romaines.";MONTPEYROUX;34150;34173;;Cave particulière;Agriculture Biologique;Vente de vins au caveau;43.6958961, 3.5060442;Place François Villon, Montpeyroux
DOMAINE DE PUILACHER;"""Les pieds ancrés dans la terre, le regard tourné vers les étoiles"" telle est la devise du domaine de la famille Fages qui tient son nom du village éponyme perché sur une butte de la vallée de l'Hérault. 
Attachés à leur terre femmes et hommes mettent leur dynamisme en commun pour créer des vins personnels et subtils. 
La collection ""Prologue"" pose les jalons d'une belle aventure humaine. D'autres belles cuvées ont étoffé cette ligne avec de belles distinctions et médailles. 

Le nouveau caveau du ""Mas des Olivettes"", situé avenue Notre Dame de Rouviège, vous accueille dans un cadre exceptionnel. Venez-y déguster nos vins. Parking possible et parking handicapé.";PUILACHER;34230;34222;mesures d'accueil selon la règlementation en vigueir dans les caveaux viticoles;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.5673867, 3.50960188;70 avenue Notre Dame de Rouviege
DOMAINE DE LA TERRASSE D'ELISE;"Issus d’élevages longs en cuve et en vieux fût, les cuvées toutes en dénomination IGP à l’exception de la cuvée Elise en appellation Languedoc, ont su préserver fraîcheur et velouté de fruit, racontant la noblesse des vieux cépages de la région. La dégustation ici est toujours un moment d'émotion mais ceux qui préfèrent dans les vins la puissance à la délicatesse se trompent d'adresse.
Xavier Braujou s'est installé en 1998 à Aniane, dans un Languedoc alors peu représenté en France. Très vite, il a su démontrer que dans une région d'assemblage l'on pouvait mettre en valeur un seul cépage sans avoir besoin de ""corriger"" l'équilibre. Le vigneron souhaite aller au plus près de l'expression du raisin pour atteindre un idéal de pureté, jusqu'à nous livrer des jus vibrants de franchise. Bel hommage rendu au cinsault, cépage ô combien fragile et délicat. La cuvée Les Hauts de Carol's s'ouvre déjà sur la pivoine, et impressionne par sa matière noble et juteuse.";ANIANE;34150;34267;;Cave particulière;;Vente de vins au caveau;43.6704584, 3.5637666;1320, Chemin de Capion
DOMAINE ALEXANDRIN;"Gouttes d'exclamation, secret de nos breuvages rouges, blancs et rosés pour vous émerveiller ! 
Balade découverte à bord du petit train des vignes, Jérôme vous présentera sa vie au quotidien, son vignoble, les terroirs, les cépages et les vins du domaine Alexandrin.
Alexandra vous recevra au caveau pour une dégustation gratuite, votre billet remboursé dès 30€ d'achat en vins du Domaine !";SAINT-JEAN-DE-FOS;34150;34267;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.7020723, 3.55177113;7 avenue du monument
DOMAINE PEYRE ROSE;"Le Domaine Peyre Rose est situé à proximité du village de Saint Pargoire dans le Nord de l’Hérault. Peyre Rose signifiant ""Peyre"", pour le nom du lieu-dit, les Peyras, ""Rose"" pour la couleur des pierres au couchant. C’est aussi le prénom de la grand-mère de Marlène Soria et sa couleur préférée, qu’elle décline jusque sur les étiquettes de ses bouteilles.
L’œuvre de Marlène Soria est unique en Languedoc et elle perdure depuis plus de quarante ans ! Ses vins sont indissociables de la volonté et du charisme de leur créatrice. Mystérieux, magiques, inexplicables parfois, ils imposent une unité stylistique et une capacité à vieillir rarissimes, tout particulièrement les blancs, véritables ovnis pour la région.";SAINT-PARGOIRE;34230;34281;;Cave particulière;;Vente de vin à la propriété (pas de caveau);43.5264485, 3.5389866;Route de Villeveyrac
EURL BEAUVIGNAC LES COSTIERES DE POMEROLS;"Fondée en 1932 la cave de Pomérols n'a cessé de grandir et de se moderniser. En 2003 la cave  a fusionné avec la cave de Castelnau-de-Guers, puis en 2007, avec celle de Mèze afin de produire des vins de qualité optimale, affirmant la typicité de leurs origines.
La cave coopérative de Pomérols regroupe actuellement 450 coopérateurs pour un vignoble de 1 650 ha et vinifie désormais 117 000 hl, dont 16 000 hl en AOP Picpoul de Pinet. Une escale incontournable entre terre et mer !

Visite de la cave et du vignoble en période estivale juillet et août.";POMEROLS;34810;34207;;Coopérative;Terra Vitis;Vente de vins au caveau;43.3904352, 3.4915466;68, avenue de Florensac
